,Racist tokens
2480,war
2481,human
2482,year
2483,ago
2484,piec
2485,dog
2486,manur
2487,oktar
2488,talk
2489,other
2490,intimid
2491,get
2492,beyond
2493,make
2494,excus
2495,``
2496,bad
2497,muslim
2498,recogn
2499,islam
2500,religion
2501,terror
2502,pari
2503,keep
2504,happen
2505,satir
2506,free
2507,speech
2508,pretend
2509,solv
2510,noth
2511,problem
2512,quran
2513,full
2514,incit
2515,murder
2516,long
2517,make
2518,feel
2519,good
2520,lectur
2521,demonstr
2522,freedom
2523,speech
2524,avoid
2525,real
2526,problem
2527,-
2528,violenc
2529,islam
2530,politician
2531,make
2532,inan
2533,speech
2534,freedom
2535,speech
2536,studious
2537,avoid
2538,real
2539,sourc
2540,problem
2541,violenc
2542,would
2543,much
2544,better
2545,figur
2546,islamofascim
2547,rant
2548,freedom
2549,speech
2550,went
2551,pari
2552,prophet
2553,moham
2554,also
2555,peopl
2556,murder
2557,critic
2558,pari
2559,murder
2560,much
2561,part
2562,real
2563,reason
2564,polit
2565,correct
2566,idiot
2567,never
2568,solv
2569,problem
2570,wo
2571,n't
2572,acknowledg
2573,islam
2574,radic
2575,islam
2576,keep
2577,pretend
2578,differ
2579,avoid
2580,confront
2581,problem
2582,big
2583,lie
2584,n't
2585,advoc
2586,toler
2587,coexist
2588,advoc
2589,hatr
2590,murder
2591,stupid
2592,comment
2593,isi
2594,sponsor
2595,islam
2596,behav
2597,exactli
2598,like
2599,terrorist
2600,prophet
2601,moham
2602,subject
2603,islam
2604,relationship
2605,terror
2606,come
2607,react
2608,like
2609,empti
2610,moron
2611,salon
2612,tri
2613,shut
2614,free
2615,speech
2616,shut
2617,peopl
2618,play
2619,race
2620,card
2621,ideaolog
2622,first
2623,cretin
2624,salon
2625,%
2626,unawar
2627,noth
2628,isi
2629,moham
2630,also
2631,think
2632,brick
2633,head
2634,salon
2635,know
2636,prophet
2637,moham
2638,behead
2639,peopl
2640,mass
2641,?
2642,think
2643,yokel
2644,salon
2645,know
2646,moham
2647,slave
2648,trader
2649,own
2650,slave
2651,?
2652,chanc
2653,bb
2654,brain
2655,salon
2656,understand
2657,rape
2658,slave
2659,girl
2660,approv
2661,practic
2662,moham
2663,troll
2664,salon
2665,know
2666,prophet
2667,moham
2668,caravan
2669,robber
2670,?
2671,n't
2672,troll
2673,salon
2674,know
2675,moham
2676,led
2677,major
2678,militari
2679,expedit
2680,offens
2681,?
2682,chanc
2683,object
2684,pc
2685,zombi
2686,salon
2687,call
2688,racism
2689,http
2690,object
2691,pc
2692,moron
2693,salon
2694,call
2695,racism
2696,http
2697,object
2698,pc
2699,moron
2700,salon
2701,call
2702,racism
2703,http
2704,object
2705,pc
2706,moron
2707,salon
2708,call
2709,racism
2710,http
2711,think
2712,cretin
2713,salon
2714,understand
2715,moham
2716,declar
2717,war
2718,human
2719,?
2720,http
2721,think
2722,mindless
2723,littl
2724,bozo
2725,salon
2726,understand
2727,quran
2728,full
2729,bigotri
2730,http
2731,chanc
2732,salon
2733,understand
2734,muslim
2735,think
2736,primit
2737,idea
2738,?
2739,http
2740,terrorist
2741,trumpet
2742,allegi
2743,allah
2744,religion
2745,stupid
2746,pretend
2747,away
2748,claim
2749,islam
2750,problem
2751,state
2752,islam
2753,repress
2754,citizen
2755,contradict
2756,idea
2757,quran
2758,hadith
2759,full
2760,hatr
2761,murder
2762,muslim
2763,support
2764,sharia
2765,problem
2766,islam
2767,screw
2768,leftist
2769,islam
2770,tell
2771,us
2772,must
2773,accept
2774,sexism
2775,guess
2776,muslim
2777,sexism
2778,must
2779,accept
2780,racist
2781,http
2782,okay
2783,go
2784,make
2785,islam
2786,terrorist
2787,group
2788,equival
2789,?
2790,name
2791,last
2792,person
2793,kkk
2794,kill
2795,find
2796,sinc
2797,kill
2798,islamist
2799,anoth
2800,guilt
2801,feel
2802,fool
2803,islam
2804,attack
2805,conquer
2806,/
2807,christian
2808,crusad
2809,first
2810,crusad
2811,muslim
2812,invad
2813,spain
2814,franc
2815,-
2816,year
2817,european
2818,crusad
2819,would
2820,profil
2821,white
2822,peopl
2823,black
2824,murder
2825,time
2826,rate
2827,white
2828,islam
2829,declar
2830,war
2831,human
2832,year
2833,ago
2834,noth
2835,chang
2836,n't
2837,think
2838,need
2839,outlaw
2840,islam
2841,islam
2842,terrorist
2843,attack
2844,sinc
2845,/
2846,n't
2847,count
2848,common
2849,crime
2850,muslim
2851,state
2852,depart
2853,justic
2854,report
2855,say
2856,black
2857,kill
2858,time
2859,rate
2860,white
2861,hindu
2862,tri
2863,pacifist
2864,approach
2865,islam
2866,muslim
2867,respond
2868,murder
2869,million
2870,peopl
2871,support
2872,murder
2873,apostaci
2874,guilti
2875,anyth
2876,?
2877,http
2878,think
2879,accept
2880,muslim
2881,immigr
2882,get
2883,back
2884,muslim
2885,race
2886,murder
2887,cult
2888,http
2889,islam
2890,terrorist
2891,group
2892,religion
2893,close
2894,utterli
2895,stupid
2896,toler
2897,intoler
2898,islam
2899,yet
2900,law
2901,islam
2902,/
2903,muslim
2904,support
2905,law
2906,tell
2907,toler
2908,em
2909,want
2910,toler
2911,``
2912,islam
2913,intoler
2914,``
2915,religion
2916,?
2917,preach
2918,coexist
2919,want
2920,islamist
2921,use
2922,idiot
2923,quran
2924,spend
2925,/
2926,space
2927,hate
2928,``
2929,unbeliev
2930,hard
2931,put
2932,asid
2933,http
2934,religion
2935,accommod
2936,jew
2937,hindu
2938,christian
2939,buddhist
2940,taoist
2941,atheist
2942,islam
2943,cancer
2944,tell
2945,islamofascist
2946,excus
2947,cop
2948,everi
2949,singl
2950,islam
2951,nation
2952,repress
2953,produc
2954,either
2955,dictat
2956,theocrat
2957,basic
2958,claim
2959,religion
2960,teach
2961,hatr
2962,murder
2963,noth
2964,hatr
2965,murder
2966,dumb
2967,cri
2968,``
2969,boohoo
2970,terror
2971,islam
2972,terrorist
2973,isi
2974,obsess
2975,behead
2976,?
2977,terrorist
2978,prophet
2979,moham
2980,men
2981,behead
2982,one
2983,day
2984,http
2985,debat
2986,vile
2987,religion
2988,islam
2989,one
2990,countri
2991,microbrain
2992,nobodi
2993,said
2994,anyth
2995,jew
2996,racist
2997,talk
2998,islam
2999,muslim
3000,conspiraci
3001,?
3002,islam
3003,state
3004,clearli
3005,want
3006,murder
3007,http
3008,lie
3009,muslim
3010,still
3011,extremist
3012,http
3013,load
3014,manur
3015,say
3016,thing
3017,translat
3018,arab
3019,still
3020,pile
3021,hatr
3022,murder
3023,get
3024,put
3025,x
3026,islam
3027,bullshit
3028,bingo
3029,card
3030,http
3031,world
3032,care
3033,islam
3034,declar
3035,war
3036,human
3037,year
3038,ago
3039,think
3040,prophet
3041,moham
3042,fought
3043,plunder
3044,?
3045,agre
3046,like
3047,prophet
3048,moham
3049,phoni
3050,prophet
3051,tri
3052,gain
3053,power
3054,hatr
3055,divis
3056,reason
3057,excus
3058,hide
3059,fact
3060,follow
3061,evil
3062,inhuman
3063,religion
3064,amaz
3065,often
3066,allah
3067,revel
3068,met
3069,moham
3070,desir
3071,one
3072,becam
3073,suspici
3074,except
3075,aisha
3076,peopl
3077,becom
3078,muslim
3079,either
3080,forc
3081,pressur
3082,children
3083,choic
3084,someon
3085,want
3086,leav
3087,islam
3088,islam
3089,declar
3090,apost
3091,demand
3092,murder
3093,mess
3094,long
3095,us
3096,entir
3097,histori
3098,islam
3099,murder
3100,http
3101,today
3102,huge
3103,major
3104,death
3105,islam
3106,state
3107,done
3108,muslim
3109,exampl
3110,%
3111,civilian
3112,kill
3113,afghanistan
3114,kill
3115,taliban
3116,islam
3117,good
3118,place
3119,crimin
3120,find
3121,home
3122,religion
3123,declar
3124,war
3125,human
3126,respect
3127,anyon
3128,hypocrit
3129,ask
3130,respect
3131,everi
3132,muslim
3133,forc
3134,stay
3135,islam
3136,law
3137,apostaci
3138,murder
3139,forc
3140,everi
3141,child
3142,brainwash
3143,never
3144,given
3145,choic
3146,forc
3147,christian
3148,ezidi
3149,told
3150,leav
3151,convert
3152,die
3153,forc
3154,hatr
3155,start
3156,pedophil
3157,prophet
3158,final
3159,get
3160,back
3161,http
3162,know
3163,forc
3164,islam
3165,brainwash
3166,never
3167,given
3168,choic
3169,know
3170,truth
3171,million
3172,citizen
3173,earth
3174,murder
3175,scum
3176,shout
3177,``
3178,allahu
3179,akbar
3180,n't
3181,talk
3182,hatr
3183,follow
3184,vulgar
3185,quran
3186,hadith
3187,full
3188,hatr
3189,idiot
3190,think
3191,follow
3192,ideolog
3193,murder
3194,imperi
3195,hatr
3196,peopl
3197,like
3198,better
3199,problem
3200,hinduism
3201,christian
3202,tao
3203,judaism
3204,buddhism
3205,atheism
3206,islam
3207,hate
3208,non-muslim
3209,ye
3210,peopl
3211,believ
3212,want
3213,islam
3214,n't
3215,give
3216,choic
3217,one
3218,entitl
3219,belief
3220,deni
3221,peopl
3222,believ
3223,http
3224,keep
3225,give
3226,proof
3227,ignor
3228,islam
3229,respect
3230,?
3231,go
3232,read
3233,pact
3234,umar
3235,islam
3236,religion
3237,larg
3238,forc
3239,religi
3240,polic
3241,run
3242,around
3243,tell
3244,peopl
3245,must
3246,think
3247,alreadi
3248,proven
3249,multipl
3250,time
3251,even
3252,muslim
3253,talk
3254,forc
3255,children
3256,becom
3257,muslim
3258,big
3259,secret
3260,http
3261,anoth
3262,clear
3263,express
3264,islam
3265,think
3266,women
3267,own
3268,men
3269,stupid
3270,jihadi
3271,think
3272,need
3273,gun
3274,run
3275,civil
3276,societi
3277,idea
3278,go
3279,countri
3280,femal
3281,half
3282,treat
3283,like
3284,slave
3285,lepper
3286,make
3287,skin
3288,crawl
3289,would
3290,never
3291,go
3292,near
3293,countri
3294,blasphemi
3295,law
3296,old
3297,lie
3298,properti
3299,right
3300,arab
3301,women
3302,islam
3303,allah
3304,mutil
3305,feel
3306,'peac
3307,yet
3308,?
3309,http
3310,http
3311,islam
3312,perfect
3313,nazism
3314,screw
3315,franci
3316,pope
3317,stand
3318,freedom
3319,speech
3320,pope
3321,get
3322,rid
3323,clown
3324,go
3325,sit
3326,tell
3327,lie
3328,lie
3329,muslim
3330,taquiyya
3331,discuss
3332,block
3333,true
3334,ideolog
3335,vile
3336,murder
3337,backward
3338,stupid
3339,islam
3340,anim
3341,slit
3342,throat
3343,suppos
3344,care
3345,offend
3346,cartoon
3347,http
3348,saudi
3349,arabia
3350,-
3351,nation
3352,islamolunat
3353,hide
3354,islamolunat
3355,help
3356,creat
3357,gay
3358,man
3359,thrown
3360,rooftop
3361,isi
3362,gay
3363,despit
3364,radic
3365,left
3366,claim
3367,real
3368,http
3369,islam
3370,stuck
3371,seventh
3372,centuri
3373,muslim
3374,mostli
3375,crazi
3376,http
3377,n't
3378,seen
3379,jew
3380,go
3381,kill
3382,rampag
3383,holocaust
3384,denier
3385,violenc
3386,islam
3387,answer
3388,everyth
3389,http
3390,countri
3391,convers
3392,away
3393,islam
3394,illeg
3395,...
3396,..one
3397,way
3398,street
3399,slow
3400,wipe
3401,non-musl
3402,mean
3403,hapless
3404,genocid
3405,palestinian
3406,islamolunat
3407,determin
3408,eras
3409,israel
3410,map
3411,?
3412,peopl
3413,work
3414,hard
3415,make
3416,world
3417,better
3418,place
3419,other
3420,work
3421,hard
3422,book
3423,drink
3424,sex
3425,parti
3426,cours
3427,palestinian
3428,fire
3429,rocket
3430,israel
3431,without
3432,regard
3433,hit
3434,includ
3435,women
3436,children
3437,intern
3438,press
3439,could
3440,n't
3441,even
3442,tell
3443,shell
3444,came
3445,hell
3446,murder
3447,islamist
3448,includ
3449,hama
3450,scumbag
3451,muslim
3452,children
3453,use
3454,propaganda
3455,http
3456,muslim
3457,treat
3458,non
3459,muslim
3460,fuck
3461,genocid
3462,palestinian
3463,http
3464,manufactur
3465,rocket
3466,palestinian
3467,fire
3468,israel
3469,?
3470,manufactur
3471,terrorist
3472,kalishnikov
3473,?
3474,map
3475,israel
3476,insid
3477,muslim
3478,nation
3479,want
3480,destroy
3481,israel
3482,murder
3483,http
3484,ca
3485,n't
3486,get
3487,sicker
3488,muslim
3489,anim
3490,follow
3491,instruct
3492,pedophil
3493,prophet
3494,http
3495,ye
3496,land
3497,muslim
3498,got
3499,butcher
3500,inhabit
3501,deprav
3502,psychopath
3503,murder
3504,prophet
3505,moham
3506,came
3507,along
3508,extermin
3509,jew
3510,live
3511,%
3512,arabian
3513,peninsula
3514,jew
3515,popul
3516,ethnic
3517,cleans
3518,muslim
3519,microbrain
3520,find
3521,jew
3522,saudi
3523,filthi
3524,palestinian
3525,attack
3526,murder
3527,jewish
3528,children
3529,school
3530,past
3531,fuck
3532,palestinian
3533,prophet
3534,moham
3535,caravan
3536,robber
3537,declar
3538,war
3539,human
3540,hope
3541,jew
3542,recov
3543,stolen
3544,land
3545,one
3546,ask
3547,pedophil
3548,serv
3549,propaganda
3550,swine
3551,imprison
3552,peopl
3553,mosul
3554,allow
3555,leav
3556,islam
3557,religion
3558,slave
3559,slaveri
3560,crucifixion
3561,stone
3562,behead
3563,shoot
3564,throw
3565,build
3566,-
3567,isi
3568,orgi
3569,sadist
3570,gruesom
3571,method
3572,murder
3573,islam
3574,go
3575,zone
3576,common
3577,knowledg
3578,except
3579,idiot
3580,like
3581,http
3582,karen
3583,armstrong
3584,kiss
3585,crimin
3586,moham
3587,ass
3588,sell
3589,book
3590,lol
3591,common
3592,knowledg
3593,countless
3594,report
3595,muslim
3596,go
3597,area
3598,europ
3599,googl
3600,islam
3601,contribut
3602,noth
3603,human
3604,hatr
3605,death
3606,destruct
3607,thousand
3608,year
3609,left
3610,wing
3611,scum
3612,cave
3613,violenc
3614,islam
3615,mullah
3616,oktar
3617,anti
3618,scienc
3619,kurd
3620,hate
3621,islamolunat
3622,help
3623,subject
3624,world
3625,year
3626,terror
3627,n't
3628,care
3629,retract
3630,go
3631,zone
3632,exampl
3633,http
3634,look
3635,data
3636,dipwad
3637,/
3638,think
3639,peopl
3640,leav
3641,islam
3642,kill
3643,http
3644,look
3645,data
3646,dipwad
3647,/
3648,want
3649,sharia
3650,law
3651,deni
3652,right
3653,women
3654,non
3655,muslim
3656,http
3657,yeah
3658,unlik
3659,muslim
3660,execut
3661,gay
3662,throw
3663,build
3664,babbl
3665,like
3666,moron
3667,muslim
3668,throw
3669,gay
3670,build
3671,go
3672,zone
3673,exactli
3674,act
3675,impos
3676,microbrain
3677,prophet
3678,moham
3679,declar
3680,war
3681,non
3682,muslim
3683,year
3684,ago
3685,exactli
3686,impos
3687,think
3688,hate
3689,peopl
3690,certain
3691,ideaolog
3692,-
3693,islam
3694,idea
3695,go
3696,zone
3697,right
3698,wing
3699,boogi
3700,man
3701,stupid
3702,go
3703,zone
3704,real
3705,eh
3706,ostens
3707,follow
3708,ideolog
3709,islam
3710,radic
3711,follow
3712,close
3713,other
3714,less
3715,muslim
3716,share
3717,ideolog
3718,spell
3719,bigot
3720,sexist
3721,imperialist
3722,homophob
3723,would
3724,i.
3725,cours
3726,mani
3727,muslim
3728,live
3729,theocraci
3730,minor
3731,tri
3732,creep
3733,true
3734,isi
3735,exist
3736,follow
3737,religion
3738,exactli
3739,isi
3740,behead
3741,prophet
3742,behead
3743,isi
3744,rape
3745,slave
3746,prophet
3747,rape
3748,sharia
3749,sexist
3750,/
3751,muslim
3752,want
3753,say
3754,quran
3755,wrong
3756,piec
3757,bigotri
3758,?
3759,http
3760,hand
3761,/
3762,muslim
3763,want
3764,barbar
3765,sharia
3766,jihad
3767,world
3768,domin
3769,judaism
3770,islam
3771,attitud
3772,let
3773,creep
3774,sharia
3775,sexism
3776,muslim
3777,area
3778,west
3779,compuls
3780,religion
3781,unless
3782,kid
3783,cours
3784,http
3785,http
3786,nazi
3787,christian
3788,moham
3789,led
3790,major
3791,militari
3792,expedit
3793,jesu
3794,led
3795,zero
3796,go
3797,admit
3798,quran
3799,wrong
3800,wait
3801,violenc
3802,alway
3803,initi
3804,muslim
3805,moham
3806,start
3807,proof
3808,http
